"date","median_ndvi","landsat","ndvi_interp","year","month","day"
2001-08-29,NA,"Landsat4/5 (TM)",0.0993639936463697,2001,8,29
2001-09-03,NA,"Landsat4/5 (TM)",0.0991577645763752,2001,9,3
2001-09-08,NA,"Landsat4/5 (TM)",0.0989515355063806,2001,9,8
2001-09-13,NA,"Landsat4/5 (TM)",0.0987453064363861,2001,9,13
2001-09-18,NA,"Landsat4/5 (TM)",0.0985390773663915,2001,9,18
2001-09-23,NA,"Landsat4/5 (TM)",0.098332848296397,2001,9,23
2001-09-28,NA,"Landsat4/5 (TM)",0.0981266192264025,2001,9,28
2001-10-03,NA,"Landsat4/5 (TM)",0.0979203901564079,2001,10,3
2001-10-08,NA,"Landsat4/5 (TM)",0.0977141610864133,2001,10,8
2001-10-13,NA,"Landsat4/5 (TM)",0.0975079320164188,2001,10,13
2001-10-18,NA,"Landsat4/5 (TM)",0.0973017029464243,2001,10,18
2001-10-23,NA,"Landsat4/5 (TM)",0.0970954738764297,2001,10,23
2001-10-28,NA,"Landsat4/5 (TM)",0.0968892448064352,2001,10,28
2001-11-02,NA,"Landsat4/5 (TM)",0.0966830157364406,2001,11,2
2001-11-07,NA,"Landsat4/5 (TM)",0.0964767866664461,2001,11,7
2001-11-12,NA,"Landsat4/5 (TM)",0.0962705575964515,2001,11,12
2001-11-17,NA,"Landsat4/5 (TM)",0.096064328526457,2001,11,17
2001-11-22,NA,"Landsat4/5 (TM)",0.0958580994564624,2001,11,22
2001-11-27,NA,"Landsat4/5 (TM)",0.0956518703864679,2001,11,27
2001-12-02,NA,"Landsat4/5 (TM)",0.0954456413164733,2001,12,2
2001-12-07,NA,"Landsat4/5 (TM)",0.0952394122464788,2001,12,7
2001-12-12,NA,"Landsat4/5 (TM)",0.0950331831764842,2001,12,12
2001-12-17,NA,"Landsat4/5 (TM)",0.0948269541064897,2001,12,17
2001-12-22,NA,"Landsat4/5 (TM)",0.0946207250364951,2001,12,22
2001-12-27,NA,"Landsat4/5 (TM)",0.0944144959665006,2001,12,27
2002-01-01,NA,"Landsat4/5 (TM)",0.094208266896506,2002,1,1
2002-01-06,NA,"Landsat4/5 (TM)",0.0940020378265115,2002,1,6
2002-01-11,NA,"Landsat4/5 (TM)",0.0937958087565169,2002,1,11
2002-01-16,NA,"Landsat4/5 (TM)",0.0935895796865224,2002,1,16
2002-01-21,NA,"Landsat4/5 (TM)",0.0933833506165278,2002,1,21
2002-01-26,NA,"Landsat4/5 (TM)",0.0931771215465333,2002,1,26
2002-01-31,NA,"Landsat4/5 (TM)",0.0929708924765387,2002,1,31
2002-02-05,NA,"Landsat4/5 (TM)",0.0927646634065442,2002,2,5
2002-02-10,NA,"Landsat4/5 (TM)",0.0925584343365496,2002,2,10
2002-02-15,NA,"Landsat4/5 (TM)",0.0923522052665551,2002,2,15
2002-02-20,NA,"Landsat4/5 (TM)",0.0921459761965605,2002,2,20
2002-02-25,NA,"Landsat4/5 (TM)",0.091939747126566,2002,2,25
2002-03-02,NA,"Landsat4/5 (TM)",0.0917335180565714,2002,3,2
2002-03-07,NA,"Landsat4/5 (TM)",0.0915272889865769,2002,3,7
2002-03-12,NA,"Landsat4/5 (TM)",0.0913210599165823,2002,3,12
2002-03-17,NA,"Landsat4/5 (TM)",0.0911148308465878,2002,3,17
2002-03-22,NA,"Landsat4/5 (TM)",0.0909086017765933,2002,3,22
2002-03-27,NA,"Landsat4/5 (TM)",0.0907023727065987,2002,3,27
2002-04-01,NA,"Landsat4/5 (TM)",0.0904961436366041,2002,4,1
2002-04-06,NA,"Landsat4/5 (TM)",0.0902899145666096,2002,4,6
2002-04-11,NA,"Landsat4/5 (TM)",0.090083685496615,2002,4,11
2002-04-16,0.0898774564266205,"Landsat7 (ETM+)",0.0898774564266205,2002,4,16
2002-04-21,NA,"Landsat7 (ETM+)",0.0896712273566259,2002,4,21
2002-04-26,NA,"Landsat7 (ETM+)",0.0894649982866314,2002,4,26
